page,rank,name,price,spec
3,순위없음,삼성전자 2018 노트북9 Always NT900X5T-X716A,1906000원 / 2397000원 / 3563000원,인텔 / 코어i7-8세대 / 카비레이크-R / i7-8550U 1.8GHz(4GHz) / 쿼드 코어 / 38.1cm(15인치) / 1920x1080 / 광시야각 / 슬림형 베젤 / 16GB / DDR4 / M.2(NVMe) / 512GB / 지포스 MX150 / 2GB GDDR5 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 썬더볼트 / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 75Wh / 윈도우10 / 15.4mm / 1.29Kg / 색상: 실버
3,순위없음,레노버 아이디어패드 720s-15IKB Superior,1449000원 / 1648000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7700HQ 2.8GHz(3.8GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 슬림형 베젤 / 광시야각(IPS) / 8GB / DDR4 / M.2(NVMe) / 256GB / 지포스 GTX1050 Ti / 4GB GDDR5 / 802.11 n/ac 무선랜 / 블루투스 4.1 / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 79Wh / 윈도우10 / 17.95mm / 1.8Kg / 색상: 블랙
3,순위없음,ASUS 비보북 E203NA-FD108TS,269000원,인텔 / 셀러론 / 아폴로레이크 / N3350 (1.1 GHz) / 듀얼 코어 / 29.46cm(11.6인치) / 1366x768 / 4GB / LPDDR3 / eMMC / 32GB / HD 500 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 38Wh / 윈도우10 / 16.9mm / 980g / 색상: 화이트
3,순위없음,LG전자 2017 그램 15Z970-TA7IK,1460000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7500U 2.7GHz(3.5GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 광시야각(IPS) / 슬림형 베젤 / 터치스크린 / 8GB / DDR4 / M.2 / 512GB / HD 620 / 시스템메모리공유 / 1Gbps 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 60Wh / 윈도우10 / 16.8mm / 1.09Kg / 색상 : 화이트
3,순위없음,DELL 인스피론 15 3576 D241I3576101KR,795000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 8GB / DDR4 / SSD / 256GB / 라데온 520 / 2GB GDDR5 / 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 40Wh / 윈도우10 / 26mm / 2.13Kg / 색상 : 블랙
3,순위없음,HP 14-bp102tu,579000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 35.56cm(14인치) / 1920x1080 / 눈부심방지 / 광시야각 / 4GB / DDR4 / M.2 / 128GB / UHD 620 / 시스템메모리공유 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 41Wh / 운영체제 미포함 / 19.9mm / 1.55Kg
3,순위없음,한성컴퓨터 EH58 BossMonster STORM84,1229000원,인텔 / 코어i5-8세대 / 커피레이크 / i5-8400 2.8GHz / 헥사 코어 / 39.62cm(15.6인치) / 1920x1080 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 120GB / UHD 630 / 지포스 GTX1060 / 6GB GDDR5 / 듀얼 그래픽 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI 2.0 / mini DP / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / RGB 라이트 / 트리플모니터 / 62Wh / 운영체제 미포함 / 30mm / 2.7Kg / 색상: 블랙
3,순위없음,한성컴퓨터 X57K BossMonster Lv.74,869000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7700HQ 2.8GHz(3.8GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 광시야각 / 8GB / DDR4 / M.2 / 120GB / HD 630 / 지포스 GTX1050 / 4GB / 듀얼 그래픽 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI / mini DP / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / RGB 라이트 / 47Wh / 운영체제 미포함 / 32mm / 2.2Kg / 색상: 블랙
4,순위없음,삼성전자 2017 노트북9 Always NT900X3Y-AD2S,779000원 / 930000원 / 953000원 / 1247000원,인텔 / 펜티엄 / 카비레이크 / 4415U (2.3GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 1920x1080 / 슬림형 베젤 / 8GB / DDR4 / M.2 / 128GB / HD 610 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 30Wh / 운영체제 미포함 / 13.9mm / 799g / 색상: 화이트
4,순위없음,LG전자 2018 그램 15Z980-GA70K,1814000원,인텔 / 코어i7-8세대 / 카비레이크-R / i7-8550U 1.8GHz(4GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 슬림형 베젤 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 256GB / UHD 620 / 시스템메모리공유 / 1Gbps 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 72Wh / 윈도우10 / 16.8mm / 1.09Kg / 색상: 화이트
4,순위없음,HP 파빌리온 15-bs562TU,309000원,인텔 / 셀러론 / 브라스웰 / N3060 (1.6GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 4GB / DDR3L / M.2 / 128GB / HD Graphics / 시스템메모리공유 / 유선랜 / 802.11 b/g/n 무선랜 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 41Wh / 운영체제 미포함 / 24.5mm / 1.99Kg / 색상: 블랙
4,순위없음,삼성전자 2018 노트북9 Always NT900X3V-A58A,1219000원 / 1231000원 / 1813000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각 / 8GB / DDR4 / M.2(NVMe) / 256GB / UHD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 75Wh / 리눅스 / 14.9mm / 995g / 색상 : 실버
4,순위없음,삼성전자 2018 노트북9 Always NT900X3T-K716A,1739000원 / 2274000원 / 3522000원,인텔 / 코어i7-8세대 / 카비레이크-R / i7-8550U 1.8GHz(4GHz) / 쿼드 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각 / 슬림형 베젤 / 16GB / DDR4 / M.2(NVMe) / 512GB / UHD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 75Wh / 윈도우10 / 14.9mm / 995g / 색상 : 실버
4,순위없음,DELL 인스피론 15 3576 D149I3576204KR,779000원,인텔 / 코어i7-8세대 / 카비레이크-R / i7-8550U 1.8GHz(4GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 8GB / DDR4 / SSD / 256GB / DVD레코더 / 라데온 520 / 2GB GDDR5 / 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 40Wh / 운영체제 미포함 / 26mm / 2.13Kg / 색상 : 블랙
4,순위없음,삼성전자 노트북3 NT300E5S-KD1A,345000원 / 423000원 / 510000원 / 589000원,인텔 / 셀러론 / 카비레이크 / 3865U (1.8GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 4GB / DDR4 / 500GB / HD 610 / 시스템메모리공유 / 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 숫자 키패드 / 블록 키보드 / 43Wh / 리눅스 / 24.8mm / 1.98Kg / 색상: 블랙
4,순위없음,AORUS X7 DT V7 UHD,3474000원 / 3745000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7820HK 2.9GHz(3.9GHz) / 쿼드 코어 / 43.94cm(17.3인치) / 3840x2160 / 눈부심방지 / 광시야각 / G-Sync / 16GB / DDR4 / 1TB / M.2 / 256GB / 지포스 GTX1080 / 8GB / 논옵티머스 / 1Gbps 유선랜 / 802.11 a/b/g/n 무선랜 / 블루투스 4.1 / HDMI 2.0 / mini DP / 웹캠 / USB 3.0 / USB Type-C / USB 3.1 Type-C / 썬더볼트 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / RGB 라이트 / 트리플모니터 / 94.24Wh / 윈도우10 / 25.4mm / 3.2Kg / 색상: 블랙
4,순위없음,삼성전자 2017 노트북9 Always NT900X3Y-KD5S,998000원 / 1268000원 / 1399000원,인텔 / 코어i5-7세대 / 카비레이크 / i5-7200U 2.5GHz(3.1GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각 / 슬림형 베젤 / 8GB / DDR4 / M.2 / 256GB / HD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 30Wh / 운영체제 미포함 / 13.9mm / 799g / 색상: 실버
4,순위없음,삼성전자 노트북5 NT500R3W-LD3A,583000원 / 742000원 / 848000원 / 1058000원,인텔 / 코어i3-7세대 / 카비레이크 / i3-7100U (2.4GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 1920x1080 / 눈부심방지 / 광시야각 / 8GB / DDR4 / SSD / 128GB / HD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 블록 키보드 / 33Wh / 리눅스 / 18mm / 1.45Kg / 색상 : 화이트
4,순위없음,DELL 프리시전 M7720-7421,3850000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7820HQ 2.9GHz(3.9GHz) / 쿼드 코어 / 43.94cm(17.3인치) / 1920x1080 / 눈부심방지 / 광시야각 / 16GB / DDR4 / 1TB / M.2(NVMe) / 256GB / 쿼드로 P4000 / 8GB GDDR5 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI / mini DP / 웹캠 / USB 3.0 / USB 3.1 Type-C / 썬더볼트 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 91Wh / 윈도우10 프로 / 34.4mm / 3.42Kg
4,순위없음,한성컴퓨터 U58 ForceRecon 6757,584000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 광시야각 / 4GB / DDR4 / M.2 / 120GB / UHD 620 / 시스템메모리공유 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI / D-SUB / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 트리플모니터 / 32Wh / 운영체제 미포함 / 22mm / 1.97Kg
4,순위없음,삼성전자 Odyssey NT800G5W-XD7S,1168000원 / 1349000원 / 1633000원 / 3359000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7700HQ 2.8GHz(3.8GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 광시야각 / 8GB / DDR4 / 1TB / M.2(NVMe) / 256GB / 지포스 GTX1050 / 4GB GDDR5 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 43Wh / 운영체제 미포함 / 28.2mm / 2.5Kg / 색상: 블랙
4,순위없음,삼성전자 노트북5 NT500R3W-KD5S,709000원 / 1147000원 / 812000원 / 900000원,인텔 / 코어i5-7세대 / 카비레이크 / i5-7200U 2.5GHz(3.1GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 1920x1080 / 눈부심방지 / 광시야각 / 8GB / DDR4 / M.2 / 128GB / HD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 블록 키보드 / 33Wh / 운영체제 미포함 / 18.95 mm / 1.45Kg / 색상: 블랙
4,순위없음,삼성전자 2018 노트북 Pen NT930QAA-K28A,1176000원 / 1506000원 / 1602000원 / 1794000원 / 3830000원,인텔 / 펜티엄 / 카비레이크 / 4415U (2.3GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각 / 터치스크린 / 회전LCD / 슬림형 베젤 / 8GB / DDR4 / M.2(NVMe) / 128GB / HD 610 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 얼굴 인식 / 지문 인식 / 39Wh / 윈도우10 / 16.5mm / 995g / S펜 빌트인 / 색상: 실버
4,순위없음,LG전자 2018 그램 14ZD980-GX5BK,1280000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 35.56cm(14인치) / 1920x1080 / 슬림형 베젤 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 256GB / UHD 620 / 시스템메모리공유 / 1Gbps 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 72Wh / 운영체제 미포함 / 16.5mm / 995g / 색상: 블랙
4,순위없음,LG전자 2017 울트라PC 15UD470-GX38K WIN10,720000원,인텔 / 코어i3-7세대 / 카비레이크 / i3-7100U (2.4GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 광시야각(IPS) / 8GB / DDR4 / SSD / 128GB / HD 620 / 시스템메모리공유 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 윈도우10 / 20.9mm / 1.89Kg / 구성변경상품 / 색상: 화이트
4,순위없음,MSI GS63VR 7RF Stealth Pro,1724000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7700HQ 2.8GHz(3.8GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 광시야각 / 8GB / DDR4 / 1TB / M.2(NVMe) / 256GB / HD 630 / 지포스 GTX1060 / 6GB GDDR5 / 듀얼 그래픽 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI 2.0 / mini DP / 웹캠 / USB 3.0 / USB 3.1 Type-C / 썬더볼트 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / RGB 라이트 / 65Wh / 운영체제 미포함 / 17.7mm / 1.8Kg
4,순위없음,LG전자 2018 그램 15ZD980-MX30K,1117000원 / 1203000원 / 1349000원 / 1209000원 / 1276000원 / 1357000원 / 1414000원 / 1599000원 / 1599000원 / 2009000원,인텔 / 코어i3-7세대 / 카비레이크 / i3-7100U (2.4GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 슬림형 베젤 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 128GB / HD 620 / 시스템메모리공유 / 1Gbps 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 72Wh / 운영체제 미포함 / 16.8mm / 1.09Kg / 색상: 화이트
4,순위없음,삼성전자 노트북3 NT300E4S-KD2S,329000원 / 388000원 / 383000원 / 498000원 / 579000원 / 830000원,인텔 / 펜티엄 / 카비레이크 / 4415U (2.3GHz) / 듀얼 코어 / 35.56cm(14인치) / 1366x768 / 4GB / DDR4 / 500GB / HD 610 / 시스템메모리공유 / 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 블록 키보드 / 43Wh / 리눅스 / 19.98mm / 1.65Kg / 색상: 실버
4,순위없음,한성컴퓨터 TFG13S 82582T,740000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각 / 8GB / DDR4 / M.2 / 250GB / UHD 620 / 시스템메모리공유 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI / mini DP / 웹캠 / USB 3.0 / USB 3.1 Type-C / 썬더볼트 / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 트리플모니터 / 36Wh / 운영체제 미포함 / 17.8mm / 1.39Kg
4,순위없음,LG전자 2018 울트라PC 15UD480-KX50K,926000원 / 1048000원 / 1344000원 / 971000원 / 1008000원 / 1041000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 256GB / 지포스 MX150 / 2GB / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 운영체제 미포함 / 20.9mm / 1.99Kg / 색상 : 화이트
4,순위없음,LG전자 2018 그램 15ZD980-TX56K,1435000원 / 1550000원 / 1549000원 / 1716000원 / 1835000원 / 1923000원 / 2240000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 터치스크린 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 256GB / UHD 620 / 시스템메모리공유 / 1Gbps 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 72Wh / 운영체제 미포함 / 16.8mm / 1.09Kg / 색상 : 화이트
4,순위없음,레노버 아이디어패드 320-15 Quad Classic WIN10,620000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 4GB / DDR4 / SSD / 128GB / UHD 620 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 윈도우10 / 22.9mm / 1.87Kg / 색상 : 블랙 화이트
4,순위없음,삼성전자 Odyssey NT800G5H-X717,1919000원 / 2150000원 / 2379000원 / 3575000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7700HQ 2.8GHz(3.8GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 광시야각 / 16GB / DDR4 / 1TB / M.2 / 256GB / 지포스 GTX1060 / 6GB GDDR5 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 66Wh / 윈도우10 / 30.85mm / 2.74Kg / 색상: 블랙
4,순위없음,LG전자 2018 그램 15ZD980-GX5BK,1394000원 / 1476000원 / 1710000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 슬림형 베젤 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 256GB / UHD 620 / 시스템메모리공유 / 1Gbps 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 72Wh / 운영체제 미포함 / 16.8mm / 1.09Kg / 색상: 블랙
4,순위없음,삼성전자 노트북3 NT300E5M-K54A,739000원 / 946000원 / 1042000원 / 1238000원 / 908000원 / 938000원 / 1007000원,인텔 / 코어i5-7세대 / 카비레이크 / i5-7200U 2.5GHz(3.1GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 4GB / DDR4 / M.2 / 128GB / HD 620 / 시스템메모리공유 / 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 숫자 키패드 / 블록 키보드 / 43Wh / 윈도우10 / 24.8mm / 1.98Kg / 색상: 화이트
4,순위없음,삼성전자 2018 노트북 Pen NT950QAA-X716,2233000원 / 2546000원 / 3968000원,인텔 / 코어i7-8세대 / 카비레이크-R / i7-8550U 1.8GHz(4GHz) / 쿼드 코어 / 38.1cm(15인치) / 1920x1080 / 광시야각 / 터치스크린 / 회전LCD / 슬림형 베젤 / 16GB / DDR4 / M.2(NVMe) / 512GB / 라데온 540 / 2GB / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 얼굴 인식 / 54Wh / 윈도우10 / 16.9mm / 1.72Kg / S펜 빌트인 / 색상: 실버
4,순위없음,LG전자 2017 울트라PC 13UD580-GX50K,779000원 / 923000원 / 942000원 / 1107000원,인텔 / 코어i5-7세대 / 카비레이크 / i5-7200U 2.5GHz(3.1GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 256GB / HD 620 / 시스템메모리공유 / 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 블록 키보드 / 운영체제 미포함 / 17.9mm / 1.3Kg / 색상: 실버
4,순위없음,레노버 LEGION Y520-15IKB Dark Edition,1149000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7700HQ 2.8GHz(3.8GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 광시야각 / 16GB / DDR4 / 1TB / M.2 / 256GB / 지포스 GTX1050 / 4GB GDDR5 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 45Wh / 운영체제 미포함 / 25.8mm / 2.4Kg / 색상: 그레이
