page,rank,name,price,spec
2,순위없음,레노버 아이디어패드 320S-14IKBR i5 GEN8,684000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 35.56cm(14인치) / 1920x1080 / 눈부심방지 / 광시야각 / 슬림형 베젤 / 4GB / DDR4 / SSD / 256GB / UHD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 52.5Wh / 운영체제 미포함 / 19.3mm / 1.54Kg / 색상: 화이트 그레이
2,순위없음,레노버 아이디어패드 320s-13IKB 81AK004GKR,517000원,인텔 / 코어i3-7세대 / 카비레이크 / i3-7100U (2.4GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각 / 슬림형 베젤 / 4GB / DDR4 / M.2 / 128GB / HD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 운영체제 미포함 / 16.9mm / 1.2Kg / 색상: 그레이
2,순위없음,LG전자 2017 그램 15Z970-TA5IK,1307000원,인텔 / 코어i5-7세대 / 카비레이크 / i5-7200U 2.5GHz(3.1GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 광시야각(IPS) / 슬림형 베젤 / 터치스크린 / 8GB / DDR4 / M.2 / 256GB / HD 620 / 시스템메모리공유 / 1Gbps 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 60Wh / 윈도우10 / 16.8mm / 1.09Kg / 색상 : 화이트
2,순위없음,APPLE 맥북에어 2017년형 MQD42KH/A,1182000원,인텔 / 코어i5-5세대 / 브로드웰 / i5-5350U 1.8GHz(2.9GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 1440x900 / 베젤없음 / 8GB / LPDDR3 / SSD / 256GB / HD 6000 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.0 / 웹캠 / USB 2.0 / USB 3.0 / 썬더볼트 / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / Mac OS Sierra / 17mm / 1.35Kg / 색상: 실버 / 2017년형
2,순위없음,레노버 아이디어패드 320-15IAP 80XR00WQKR,323000원 / 435000원 / 499000원,인텔 / 셀러론 / 아폴로레이크 / N3450 (1.10 GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 4GB / DDR3L / SSD / 128GB / HD Graphics / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 운영체제 미포함 / 22.9mm / 2.0Kg / 색상: 화이트
2,순위없음,레노버 아이디어패드 320S-14IKB Platinum,480000원,인텔 / 펜티엄 / 카비레이크 / 4415U (2.3GHz) / 듀얼 코어 / 35.56cm(14인치) / 1920x1080 / 눈부심방지 / 광시야각(IPS) / 슬림형 베젤 / 4GB / DDR4 / SSD / 128GB / HD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 윈도우10 / 19.3mm / 1.5Kg / 색상 : 화이트
2,순위없음,LG전자 2018 그램 14Z980-GA56K,1589000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 35.56cm(14인치) / 1920x1080 / 슬림형 베젤 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 512GB / UHD 620 / 시스템메모리공유 / 1Gbps 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 72Wh / 윈도우10 / 16.5mm / 995g / 색상: 화이트
2,순위없음,DELL 인스피론 15 3576 D241I3576201KR,669000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 8GB / DDR4 / SSD / 256GB / DVD레코더 / 라데온 520 / 2GB GDDR5 / 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 40Wh / 운영체제 미포함 / 26mm / 2.13Kg / 색상 : 블랙
2,순위없음,한성컴퓨터 U57 ForceRecon 5727,395000원,인텔 / 펜티엄 / 카비레이크 / 4415U (2.3GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 광시야각 / 4GB / DDR4 / SSD / 120GB / HD 610 / 시스템메모리공유 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI / D-SUB / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 44Wh / 운영체제 미포함 / 22mm / 1.97Kg / 색상: 그레이
2,순위없음,삼성전자 2018 노트북9 Always NT900X3I-A38A,879000원,인텔 / 코어i3-7세대 / 카비레이크 / i3-7100U (2.4GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각 / 8GB / DDR4 / M.2(NVMe) / 256GB / HD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 75Wh  / 리눅스 / 14.9mm / 995g / 색상 : 실버
2,순위없음,레노버 i-SlimBook 110s,196560원 / 275000원,인텔 / 셀러론 / 브라스웰 / N3060 (1.6GHz) / 듀얼 코어 / 29.46cm(11.6인치) / 1366x768 / 2GB / DDR3L / eMMC / 32GB / HD Graphics / 시스템메모리공유 / 802.11 b/g/n 무선랜 / 블루투스 4.0 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 블록 키보드 / 윈도우10 / 17.8mm / 960g / 색상: 레드 블루 화이트
2,순위없음,LG전자 2018 그램 14Z980-MR3MK,1159000원,인텔 / 코어i3-7세대 / 카비레이크 / i3-7100U (2.4GHz) / 듀얼 코어 / 35.56cm(14인치) / 1920x1080 / 슬림형 베젤 / 광시야각(IPS) / 4GB / DDR4 / M.2 / 128GB / HD 620 / 시스템메모리공유 / 1Gbps 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 72Wh / 윈도우10 / 16.5mm / 995g / 색상: 화이트
2,순위없음,삼성전자 2018 노트북 Pen NT930QAA-K58A,1472000원 / 1774000원 / 2149000원 / 3262000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각 / 터치스크린 / 회전LCD / 슬림형 베젤 / 8GB / DDR4 / M.2(NVMe) / 256GB / UHD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 얼굴 인식 / 지문 인식 / 39Wh / 윈도우10 / 16.5mm / 995g / S펜 빌트인 / 색상: 실버
2,순위없음,HP 파빌리온 15-BS566TU,410000원 / 497000원,인텔 / 코어i3-6세대 / 스카이레이크 / i3-6006U (2GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 4GB / DDR4 / M.2 / 128GB / DVD레코더 / HD 520 / 시스템메모리공유 / 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 41Wh / 운영체제 미포함 / 23mm / 1.91Kg / 색상: 블랙
2,순위없음,DELL 인스피론 15 7577 D603KR,1098000원,인텔 / 코어i5-7세대 / 카비레이크 / i5-7300HQ 2.5GHz(3.5GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 광시야각(IPS) / 8GB / DDR4 / M.2(NVMe) / 256GB / 지포스 GTX1060 / 6GB GDDR5 / 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI 2.0 / 웹캠 / USB 3.0 / USB 3.1 Type-C / 썬더볼트 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 56Wh / 운영체제 미포함 / 24.95mm / 2.65Kg
2,순위없음,MSI GL62M 7RC-i7,779000원 / 912000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7700HQ 2.8GHz(3.8GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 광시야각 / 8GB / DDR4 / M.2 / 128GB / HD 630 / 지포스 MX150 / 2GB / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI / mini DP / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 41Whr / 운영체제 미포함 / 29mm / 1.98Kg
2,순위없음,삼성전자 노트북3 NT300E5Q-LD54,531000원 / 554000원 / 620000원 / 711000원 / 1027000원,인텔 / 코어i5-5세대 / 브로드웰 / i5-5200U 2.2GHz(2.7GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 4GB / DDR3L / 500GB / HD 5500 / 시스템메모리공유 / 유선랜 / 802.11 b/g/n 무선랜 / 블루투스 4.0 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 숫자 키패드 / 블록 키보드 / 43Wh / 운영체제 미포함 / 24.8mm / 1.9Kg / 색상: 블랙
2,순위없음,삼성전자 2018 노트북 Pen NT950QAA-X58A,1591000원 / 1892000원 / 2150000원 / 3345000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 38.1cm(15인치) / 1920x1080 / 광시야각 / 터치스크린 / 회전LCD / 슬림형 베젤 / 8GB / DDR4 / M.2(NVMe) / 256GB / 라데온 540 / 2GB GDDR5 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 얼굴 인식 / 54Wh / 윈도우10 / 16.9mm / 1.72Kg / S펜 빌트인 / 색상: 실버
2,순위없음,MSI GP72MVR 7RFX Leopard Pro,1268000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7700HQ 2.8GHz(3.8GHz) / 쿼드 코어 / 43.94cm(17.3인치) / 1920x1080 / 눈부심방지 / 와이드뷰 / 120Hz 지원 / 8GB / DDR4 / M.2 / 128GB / 지포스 GTX1060 / 6GB GDDR5 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI / mini DP / 웹캠 / USB 2.0 / USB 3.0 / USB 3.1 Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / RGB 라이트 / 트리플모니터 / 41Wh / 운영체제 미포함 / 32mm / 2.7Kg / 색상: 블랙
2,순위없음,삼성전자 노트북5 NT500R5W-LD3A,655000원 / 875000원 / 1100000원 / 803000원 / 834000원,인텔 / 코어i3-7세대 / 카비레이크 / i3-7100U (2.4GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 광시야각 / 8GB / DDR4 / M.2 / 256GB / HD 620 / 시스템메모리공유 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 43Wh / 운영체제 미포함 / 20.85mm / 1.86Kg / 색상: 화이트
2,순위없음,한성컴퓨터 EH58 BossMonster STORM87 IHS,1399000원,인텔 / 코어i7-8세대 / 커피레이크 / i7-8700 3.2GHz / 헥사 코어 / 39.62cm(15.6인치) / 1920x1080 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 120GB / UHD 630 / 지포스 GTX1060 / 6GB GDDR5 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI 2.0 / mini DP / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / RGB 라이트 / 트리플모니터 / 62Wh / 운영체제 미포함 / 20mm / 2.7Kg
2,순위없음,HP 파빌리온 15-BS563TU,418000원 / 515000원 / 526000원 / 543000원,인텔 / 코어i3-6세대 / 스카이레이크 / i3-6006U (2GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 4GB / DDR4 / M.2 / 128GB / DVD레코더 / HD 520 / 시스템메모리공유 / 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.2 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 41Wh / 운영체제 미포함 / 23mm / 1.91Kg / 색상: 화이트
3,순위없음,삼성전자 2018 노트북 Pen NT930QAA-K716A,1859000원 / 2218000원 / 2445000원 / 3635000원,인텔 / 코어i7-8세대 / 카비레이크-R / i7-8550U 1.8GHz(4GHz) / 쿼드 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각 / 터치스크린 / 회전LCD / 슬림형 베젤 / 16GB / DDR4 / M.2(NVMe) / 256GB / UHD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 얼굴 인식 / 지문 인식 / 39Wh  / 윈도우10 / 16.5mm / 995g / S펜 빌트인 / 색상: 실버
3,순위없음,삼성전자 노트북5 NT500R5W-KD5S,720000원 / 796000원 / 924000원 / 1074000원,인텔 / 코어i5-7세대 / 카비레이크 / i5-7200U 2.5GHz(3.1GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 광시야각 / 8GB / M.2 / 128GB / HD 620 / 시스템메모리공유 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 43Wh / 운영체제 미포함 / 20.8 mm / 1.85 Kg / 색상: 블랙
3,순위없음,APPLE 맥북프로 2017년형 MPXU2KH/A,1594000원,인텔 / 코어i5-7세대 / 카비레이크 / i5-7360U 2.3GHz(3.6GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 2560x1600 / 광시야각 / 베젤없음 / 8GB / LPDDR3 / SSD / 256GB / Iris Plus 640 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.2 / 웹캠 / USB 3.1 Type-C / 썬더볼트 / 블록 키보드 / 키보드 라이트 / Mac OS Sierra / 14.9mm / 1.37Kg / 색상: 실버 / 2017년형 레티나 맥북프로 / 터치 바 없음
3,순위없음,ASUS FX503VM-E4100,1176000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7700HQ 2.8GHz(3.8GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 광시야각 / 8GB / DDR4 / M.2 / 128GB / 지포스 GTX1060 / 6GB GDDR5 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI 2.0 / 웹캠 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 64Wh / 운영체제 미포함 / 25mm / 2.5Kg / 색상: 블랙
3,순위없음,LG전자 2017 울트라PC 15UD470-GX3DK,536000원 / 579000원 / 663000원 / 911000원 / 564000원 / 597000원 / 669000원 / 692000원 / 588000원,인텔 / 코어i3-7세대 / 카비레이크 / i3-7100U (2.4GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1366x768 / 4GB / DDR4 / M.2 / 128GB / HD 620 / 시스템메모리공유 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 운영체제 미포함 / 20.9mm / 1.89Kg / 색상: 화이트
3,순위없음,레노버 아이디어패드 520s-14 Metal 8G i5,847000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 35.56cm(14인치) / 1920x1080 / 광시야각(IPS) / 슬림형 베젤 / 8GB / DDR4 / SSD / 256GB / 지포스 MX130 / 2GB / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 운영체제 미포함 / 19.3mm / 1.56Kg / 색상 : 골드 그레이
3,순위없음,삼성전자 2018 노트북9 Always NT900X3T-K58A,1398000원 / 1670000원 / 1908000원 / 3119000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각 / 슬림형 베젤 / 8GB / DDR4 / M.2(NVMe) / 256GB / UHD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 75Wh / 윈도우10 / 14.9mm / 995g / 색상 : 실버
3,순위없음,LG전자 2017 그램 15Z975-GA50K,1370000원 / 1793000원 / 1492000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 슬림형 베젤 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 256GB / UHD 620 / 시스템메모리공유 / 1Gbps 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 60Wh / 윈도우10 / 16.8mm / 1.09kg / 색상: 화이트
3,순위없음,LG전자 2018 그램 14ZD980-GX76K,1468000원 / 1742000원 / 1603000원 / 1885000원 / 1978000원 / 2037000원 / 2350000원,인텔 / 코어i7-8세대 / 카비레이크-R / i7-8550U 1.8GHz(4GHz) / 쿼드 코어 / 35.56cm(14인치) / 1920x1080 / 슬림형 베젤 / 광시야각(IPS) / 8GB / DDR4 / M.2 / 256GB / UHD 620 / 시스템메모리공유 / 1Gbps 유선랜(젠더 별도) / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 72Wh / 운영체제 미포함 / 16.5mm / 995g / 색상: 화이트
3,순위없음,삼성전자 노트북5 NT500R3M-K14L,509990원 / 723000원,인텔 / 셀러론 / 카비레이크 / 3865U (1.8GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 1920x1080 / 눈부심방지 / 광시야각 / 4GB / DDR4 / SSD / 128GB / HD 610 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 블록 키보드 / 33Wh / 윈도우10 / 18.95mm / 1.45Kg / 색상: 블루
3,순위없음,삼성전자 노트북5 NT500R5W-LD2A,478000원 / 611000원 / 737000원 / 944000원 / 590000원 / 691000원 / 800000원,인텔 / 펜티엄 / 카비레이크 / 4415U (2.3GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 광시야각 / 4GB / DDR4 / M.2 / 128GB / HD 610 / 시스템메모리공유 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 43Wh / 운영체제 미포함 / 20.85mm / 1.86Kg / 색상: 블랙
3,순위없음,APPLE 맥북프로 2017년형 MPTV2KH/A,2779000원,인텔 / 코어i7-7세대 / 카비레이크 / i7-7820HQ 2.9GHz(3.9GHz) / 쿼드 코어 / 39.11cm(15.4인치) / 2880x1800 / 광시야각 / 베젤없음 / 16GB / LPDDR3 / SSD / 512GB / HD 630 / 라데온 Pro 560 / 4GB GDDR5 / 듀얼 그래픽 / 802.11 n/ac 무선랜 / 블루투스 4.2 / 웹캠 / USB 3.1 Type-C / 썬더볼트 / 블록 키보드 / 키보드 라이트 / Mac OS Sierra / 15.5mm / 1.83Kg / 색상 : 실버 / 2017년형 레티나 맥북프로 / 터치 바 장착
3,순위없음,ASUS TUF FX504GD-E4423,768000원,인텔 / 코어i5-8세대 / 커피레이크 / i5-8300H 2.3GHz(4.0GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 와이드뷰 / 4GB / DDR4 / 1TB / 지포스 GTX1050 / 4GB GDDR5 / 1Gbps 유선랜 / 802.11 n/ac 무선랜 / 블루투스 있음 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 멀티 리더기 / 숫자 키패드 / 블록 키보드 / 키보드 라이트 / 48Wh / 운영체제 미포함 / 25mm / 2.3Kg / 색상: 블랙
3,순위없음,삼성전자 2018 노트북9 Always NT900X5T-K58A,1412000원 / 1609000원 / 1986000원 / 3477000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 38.1cm(15인치) / 1920x1080 / 광시야각 / 슬림형 베젤 / 8GB / DDR4 / M.2(NVMe) / 256GB / UHD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 썬더볼트 / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 75Wh / 윈도우10 / 15.4mm / 1.25Kg / 색상 : 화이트
3,순위없음,삼성전자 2018 노트북9 Always NT900X5T-K78A,1560000원 / 1899000원 / 2109000원 / 3350000원,인텔 / 코어i7-8세대 / 카비레이크-R / i7-8550U 1.8GHz(4GHz) / 쿼드 코어 / 38.1cm(15인치) / 1920x1080 / 광시야각 / 슬림형 베젤 / 8GB / DDR4 / M.2(NVMe) / 256GB / UHD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 썬더볼트 / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 75Wh / 윈도우10 / 15.4mm / 1.25Kg / 색상: 실버
3,순위없음,삼성전자 2018 노트북9 Always NT900X5Y-A58A,1113000원 / 1362000원 / 1822000원 / 2869000원,인텔 / 코어i5-7세대 / 카비레이크 / i5-7200U 2.5GHz(3.1GHz) / 듀얼 코어 / 38.1cm(15인치) / 1920x1080 / 광시야각 / 슬림형 베젤 / 8GB / DDR4 / M.2(NVMe) / 256GB / HD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 30Wh / 리눅스 / 14.9mm / 980g / 색상 : 실버
3,순위없음,삼성전자 2017 노트북9 Always NT900X5N-KSF,830000원,인텔 / 펜티엄 / 카비레이크 / 4415U (2.3GHz) / 듀얼 코어 / 38.1cm(15인치) / 1920x1080 / 광시야각 / 4GB / DDR4 / SSD / 128GB / HD 610 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 30Wh / 윈도우10 / 14.9mm / 980g / 색상: 화이트
3,순위없음,삼성전자 노트북3 NT300E5S-KD5A,599000원 / 679000원 / 812000원 / 1118000원 / 629000원 / 694000원,인텔 / 코어i5-7세대 / 카비레이크 / i5-7200U 2.5GHz(3.1GHz) / 듀얼 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 4GB / DDR4 / M.2 / 128GB / HD 620 / 시스템메모리공유 / 유선랜 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / 숫자 키패드 / 블록 키보드 / 43Wh / 리눅스 / 24.8mm / 1.98Kg / 색상: 블랙
3,순위없음,삼성전자 2018 노트북 Pen NT930QAA-K38A,1359000원 / 1630000원 / 1860000원 / 3839000원,인텔 / 코어i3-7세대 / 카비레이크 / i3-7100U (2.4GHz) / 듀얼 코어 / 33.78cm(13.3인치) / 1920x1080 / 광시야각 / 터치스크린 / 회전LCD / 슬림형 베젤 / 8GB / DDR4 / M.2(NVMe) / 256GB / HD 620 / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 얼굴 인식 / 지문 인식 / 39Wh  / 윈도우10 / 16.5mm / 995g / S펜 빌트인 / 색상: 실버
3,순위없음,레노버 아이디어패드 i-SlimBook 120s Pro,297000원,인텔 / 셀러론 / 아폴로레이크 / N3350 (1.1 GHz) / 듀얼 코어 / 29.46cm(11.6인치) / 1366x768 / 눈부심방지 / 4GB / LPDDR4 / M.2 / 128GB / HD Graphics / 시스템메모리공유 / 802.11 n/ac 무선랜 / 블루투스 4.0 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 운영체제 미포함 / 17.7mm / 1.1Kg / 색상 : 화이트
3,순위없음,삼성전자 2018 노트북 Pen NT950QAA-X716A,2015000원 / 2193000원 / 2487000원 / 2833000원,인텔 / 코어i7-8세대 / 카비레이크-R / i7-8550U 1.8GHz(4GHz) / 쿼드 코어 / 38.1cm(15인치) / 1920x1080 / 광시야각 / 터치스크린 / 회전LCD / 슬림형 베젤 / 16GB / DDR4 / M.2(NVMe) / 256GB / 라데온 540 / 2GB GDDR5 / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 얼굴 인식 / 54Wh / 윈도우10 / 16.9mm / 1.72Kg / S펜 빌트인 / 색상: 실버
3,순위없음,ASUS 비보북 S510UN-BQ083,899000원,인텔 / 코어i5-8세대 / 카비레이크-R / i5-8250U 1.6GHz(3.4GHz) / 쿼드 코어 / 39.62cm(15.6인치) / 1920x1080 / 눈부심방지 / 슬림형 베젤 / 8GB / DDR4 / M.2 / 256GB / 지포스 MX150 / 2GB / 802.11 n/ac 무선랜 / 블루투스 4.1 / HDMI / 웹캠 / USB 2.0 / USB 3.0 / USB Type-C / 멀티 리더기 / 블록 키보드 / 키보드 라이트 / 지문 인식 / 42Wh / 운영체제 미포함 / 17.9mm / 1.7Kg / 색상 : 골드
